25.7572	15.94723566
26.3993	43.6739
25.6145	13.2086
25.0517	
28.1954	
34.5485	
32.1244	
43.6739	
31.9248	
29.4284	
22.2834	
23.5603	
36.7628	
26.1028	
21.9511	
26.3583	
19.9344	
26.5123	
26.9674	
21.63	
21.0201	
16.9414	
15.7087	
18.1222	
18.0818	
20.3821	
21.0193	
18.9212	
18.1459	
19.5632	
16.2293	
16.1124	
16.3874	
16.8703	
15.9303	
16.4986	
16.7087	
16.7492	
16.876	
16.7893	
15.8167	
16.4049	
16.1308	
17.2684	
21.3235	
15.683	
15.5347	
15.4421	
15.52	
16.2085	
15.5936	
15.7937	
15.5506	
15.7707	
20.2309	
15.7581	
15.802	
17.6064	
15.8082	
17.6265	
27.3316	
24.4618	
18.2227	
17.9828	
23.6658	
22.9077	
20.5243	
20.6455	
16.9438	
17.0078	
17.3307	
17.6982	
16.6168	
16.9888	
17.221	
17.5787	
15.9564	
15.6433	
16.5479	
17.7168	
16.1739	
15.734	
17.3177	
16.0179	
17.6234	
17.1825	
16.0775	
18.358	
15.9249	
15.705	
15.7212	
15.6066	
19.2049	
16.2665	
15.9248	
17.1204	
16.1026	
16.5289	
16.8988	
18.0054	
16.3087	
15.8156	
15.8063	
16.8071	
15.71	
17.5015	
17.8076	
17.1694	
16.2746	
16.3321	
17.9489	
15.8266	
15.9831	
15.9624	
15.8581	
15.4684	
16.1987	
15.2925	
15.5897	
15.3996	
14.9359	
16.5513	
17.4945	
15.2151	
16.1498	
16.6774	
16.3892	
15.8927	
15.4061	
14.6381	
14.6223	
14.9895	
14.8198	
17.2189	
20.6539	
19.7163	
17.8728	
18.193	
18.2094	
18.9401	
19.2117	
16.5899	
17.3588	
19.5982	
15.8702	
15.2432	
15.4747	
15.3044	
14.9812	
14.939	
14.8118	
14.7229	
14.7624	
15.0338	
16.5584	
14.3883	
14.1845	
14.3227	
14.3476	
14.5845	
14.5261	
14.3543	
15.2074	
14.3146	
14.4663	
14.524	
14.5072	
14.7691	
14.9856	
15.3777	
15.5101	
15.3359	
15.3799	
15.3395	
15.2794	
15.1415	
15.1141	
15.2259	
14.6693	
14.434	
14.5973	
15.1696	
15.6234	
15.2541	
15.5669	
15.8857	
16.7136	
15.6331	
16.5359	
16.0231	
16.6214	
15.8189	
15.3452	
15.2316	
15.5558	
15.6027	
15.4754	
15.5447	
15.526	
15.4868	
16.01	
16.1044	
16.5406	
15.7663	
15.3323	
16.3994	
15.2492	
15.7148	
15.0543	
14.9814	
14.9145	
16.1857	
15.3767	
14.8988	
14.5859	
14.2605	
14.4053	
18.5041	
17.0617	
15.4006	
19.1498	
18.5653	
18.3737	
17.0564	
16.1714	
16.9822	
18.7657	
16.2786	
15.0462	
14.9512	
14.752	
14.7018	
17.3358	
18.1307	
15.2204	
15.2516	
16.4848	
17.4982	
16.2819	
15.4134	
15.6087	
16.2454	
15.8413	
15.7677	
18.5212	
15.7416	
16.4639	
16.2871	
15.6505	
16.7212	
18.5739	
18.1274	
20.3062	
15.4273	
15.5863	
16.4687	
20.5818	
15.8861	
15.6113	
15.544	
15.5857	
